ticker,date,signals_met,total_score,current_price,volume,step1_signal,step1_score,step1_red_volume_ratio,step1_price_above_ema,step2_signal,step2_score,step2_rsi,step2_rsi_divergence,step2_macd_positive,step2_obv_rising,step3_signal,step3_score,step3_rs_slope,step3_outperformance
CGBL,2025-12-24,0,8,35.81999969482422,489000,False,3,1.028,True,False,5,62.95,True,True,True,False,0,-6.11e-05,-0.51
CGCT,2025-12-24,0,8,10.329999923706055,59400,False,3,2.882,True,False,5,92.34,True,True,True,False,0,-7.491e-05,-1.97
CGCTU,2025-12-24,1,8,10.609999656677246,1400,True,7,0.565,True,False,1,77.87,False,True,False,False,0,-0.00011585,-3.2
CGCV,2025-12-24,0,8,30.899999618530273,193300,False,3,0.904,True,False,5,58.76,True,True,True,False,0,-5.671e-05,-0.55
CGDG,2025-12-24,0,8,36.040000915527344,430800,False,3,1.064,True,False,5,60.44,True,True,True,False,0,-9.414e-05,-0.81
CGDV,2025-12-24,0,8,44.220001220703125,2639800,False,3,1.051,True,False,5,58.21,True,True,True,False,0,-1.627e-05,-0.14
CGGE,2025-12-24,0,8,32.0099983215332,345500,False,3,1.263,True,False,5,61.2,True,True,True,False,0,-1.04e-06,-0.06
CGGG,2025-12-24,0,8,28.834999084472656,3200,False,3,1.248,True,False,5,53.56,True,True,True,False,0,5.975e-05,0.62
CGNG,2025-12-24,0,8,32.22999954223633,179700,False,3,0.972,True,False,5,57.44,True,True,True,False,0,1.331e-05,0.06
CGUS,2025-12-24,0,8,40.689998626708984,886100,False,3,0.985,True,False,5,56.63,True,True,True,False,0,7.55e-06,0.06
CHPX,2025-12-24,0,8,54.65399932861328,1500,False,3,1.211,True,False,0,46.27,False,True,True,False,5,0.00033867,2.0
CHRI,2025-12-24,0,8,82.58300018310547,0,False,3,2.439,True,False,5,56.76,True,True,True,False,0,-1.552e-05,-0.08
CI,2025-12-24,0,8,274.8599853515625,578400,False,3,1.067,True,False,5,59.87,True,True,False,False,0,-0.00178004,-2.04
CLCG,2025-12-24,0,8,27.479999542236328,2100,False,3,1.104,True,False,5,55.65,True,True,True,False,0,8.442e-05,0.91
CLGN,2025-12-24,0,8,1.4700000286102295,16000,False,0,1.339,False,False,2,25.95,True,True,False,False,6,6.99e-06,4.16
CLIK,2025-12-24,1,8,5.659999847412109,5100,True,7,0.384,False,False,1,49.64,True,True,True,False,0,-4.166e-05,-1.82
CLIP,2025-12-24,1,8,100.36000061035156,495700,True,7,0.567,True,False,1,100.0,False,True,True,False,0,-0.00081531,-2.28
CLNN,2025-12-24,0,8,6.360000133514404,17100,False,0,1.672,False,False,5,50.84,True,True,False,False,3,-2.012e-05,2.94
CLSE,2025-12-24,0,8,27.729999542236328,40500,False,3,0.98,True,False,5,69.66,True,True,True,False,0,2.762e-05,0.38
CMDT,2025-12-24,0,8,27.920000076293945,180700,False,3,0.792,True,False,5,49.55,True,True,True,False,0,5.14e-06,-0.16
CMDY,2025-12-24,0,8,49.43000030517578,28500,False,3,0.764,True,False,5,52.5,True,True,True,False,0,0.00019745,0.75
CMF,2025-12-24,0,8,57.400001525878906,258700,False,3,0.971,True,False,5,69.47,True,True,True,False,0,-0.00043804,-2.17
CNA,2025-12-24,0,8,47.880001068115234,139900,False,3,0.833,True,False,5,74.82,True,True,True,False,0,-0.0003199,-2.21
CNO,2025-12-24,0,8,43.599998474121094,289500,False,3,0.904,True,False,5,90.68,True,True,True,False,0,-0.00024188,-1.41
CNQQ,2025-12-24,0,8,23.450000762939453,1200,False,3,1.127,True,False,5,57.0,True,True,True,False,0,1.834e-05,-0.02
CNYA,2025-12-24,0,8,34.439998626708984,8000,False,3,1.169,True,False,5,72.33,True,True,True,False,0,2.747e-05,0.2
BEEZ,2025-12-24,0,7,33.3390007019043,100,False,3,0.98,True,False,4,58.89,True,True,True,False,0,-7.037e-05,-0.67
BEPC,2025-12-24,0,7,39.130001068115234,344100,False,0,0.977,False,False,5,41.59,True,True,True,False,2,0.00022366,1.66
BGDV,2025-12-24,0,7,27.690000534057617,6400,False,3,1.258,True,False,4,56.2,True,True,True,False,0,-4.496e-05,-0.58
BGMS,2025-12-24,0,7,1.4199999570846558,3700,False,0,0.734,False,False,1,31.48,False,True,True,False,6,1.904e-05,2.83
BGX,2025-12-24,0,7,11.680000305175781,31300,False,3,0.922,True,False,4,37.05,True,True,True,False,0,-6.641e-05,-1.57
BINT,2025-12-24,0,7,28.700000762939453,6500,False,3,1.289,True,False,4,64.43,True,True,True,False,0,-2.285e-05,-0.3
BITQ,2025-12-24,0,7,21.40999984741211,52200,False,0,0.995,False,False,1,37.39,True,True,True,False,6,0.00023979,4.85
BITS,2025-12-24,0,7,79.37799835205078,1600,False,0,1.089,False,False,1,38.3,False,True,True,False,6,0.00038794,2.54
BITX,2025-12-24,0,7,27.670000076293945,4264600,False,0,1.065,False,False,1,37.13,False,True,True,False,6,0.00019291,3.66
BJRI,2025-12-24,0,7,41.130001068115234,203600,False,3,0.835,True,False,4,84.96,True,True,False,False,0,-0.00043404,-2.67
BKD,2025-12-24,0,7,10.890000343322754,1170200,False,3,0.915,True,False,4,57.86,True,True,True,False,0,2.94e-06,-0.3
BKKT,2025-12-24,0,7,10.800000190734863,440000,False,0,1.084,False,False,1,21.43,False,True,True,False,6,3.182e-05,2.7
BLBD,2025-12-24,0,7,51.84000015258789,178700,False,3,1.038,True,False,4,57.49,True,True,True,False,0,-0.00029689,-1.7
BLOK,2025-12-24,0,7,59.880001068115234,85400,False,0,0.98,False,False,1,37.89,False,True,True,False,6,0.00032332,2.05
BMAR,2025-12-24,0,7,53.209999084472656,500,False,3,1.004,True,False,4,66.27,True,True,True,False,0,-0.00021755,-1.17
BMAY,2025-12-24,0,7,44.887001037597656,200,False,3,0.745,True,False,4,73.35,True,True,True,False,0,-0.00026576,-1.62
BMED,2025-12-24,0,7,30.83799934387207,1200,False,3,0.842,True,False,4,55.02,True,True,True,False,0,2.358e-05,0.35
BMVP,2025-12-24,0,7,49.470001220703125,1200,False,3,1.063,True,False,4,59.61,True,True,True,False,0,-0.00015257,-0.85
BNDC,2025-12-24,0,7,22.520000457763672,16700,False,3,1.311,True,False,4,59.84,True,True,True,False,0,-0.00017282,-2.11
BNDW,2025-12-24,0,7,68.87999725341797,112000,False,3,1.167,True,False,4,53.2,True,True,False,False,0,-0.00054615,-2.24
BOE,2025-12-24,0,7,11.720000267028809,94100,False,3,1.067,True,False,4,59.04,True,True,True,False,0,-2.633e-05,-0.43
BOF,2025-12-24,1,7,3.369999885559082,4600,True,7,0.587,True,False,0,50.97,False,False,False,False,0,-5.817e-05,-6.07
BPYPP,2025-12-24,0,7,14.9399995803833,2200,False,3,1.415,True,False,4,57.45,True,True,True,False,0,-7.942e-05,-1.21
BRLN,2025-12-24,1,7,51.5,25600,True,7,0.534,True,False,0,61.8,False,True,True,False,0,-0.0004186,-2.24
BSJR,2025-12-24,0,7,22.610000610351562,79500,False,3,1.178,True,False,4,74.71,True,True,True,False,0,-0.00016591,-2.09
BSJS,2025-12-24,0,7,22.0,112300,False,3,1.257,True,False,4,72.04,True,True,True,False,0,-0.00016652,-2.14
BSMW,2025-12-24,0,7,25.06999969482422,36200,False,3,0.952,True,False,4,59.08,True,True,True,False,0,-0.00021737,-2.43
BTE,2025-12-24,0,7,3.1600000858306885,6409200,False,3,1.017,True,False,2,47.56,True,True,True,False,2,1.931e-05,1.59
BTSG,2025-12-24,0,7,37.72999954223633,630600,False,3,0.891,True,False,4,64.36,True,True,True,False,0,4.864e-05,0.62
BUFD,2025-12-24,0,7,28.3799991607666,118200,False,3,0.996,True,False,4,66.26,True,True,True,False,0,-0.00013849,-1.36
BUFF,2025-12-24,0,7,50.060001373291016,15200,False,3,1.07,True,False,4,66.17,True,True,True,False,0,-0.00026078,-1.47
BUFG,2025-12-24,0,7,27.729999542236328,14900,False,3,0.764,True,False,4,65.45,True,True,True,False,0,-0.00011154,-1.12
BUFH,2025-12-24,0,7,20.860000610351562,2400,False,3,1.281,True,False,4,76.32,True,True,True,False,0,-0.0001469,-2.0
BUFQ,2025-12-24,0,7,36.0099983215332,38200,False,3,1.294,True,False,4,58.57,True,True,True,False,0,-9.328e-05,-1.09
BUFR,2025-12-24,0,7,34.400001525878906,359900,False,3,1.083,True,False,4,64.06,True,True,True,False,0,-0.0001492,-1.24
BUFT,2025-12-24,0,7,24.610000610351562,5400,False,3,0.986,True,False,4,84.0,True,True,True,False,0,-0.00017249,-1.99
BUFX,2025-12-24,0,7,21.280000686645508,400,False,3,0.715,True,False,4,75.74,True,True,True,False,0,-0.00013361,-1.72
BUSA,2025-12-24,0,7,37.099998474121094,27300,False,3,0.956,True,False,4,73.4,True,True,True,False,0,-5.545e-05,-0.46
BV,2025-12-24,0,7,12.920000076293945,217500,False,3,1.073,True,False,4,62.68,True,True,True,False,0,-4.172e-05,-0.79
BVAL,2025-12-24,0,7,28.229999542236328,5500,False,3,1.057,True,False,4,62.44,True,True,True,False,0,-7.569e-05,-0.74
BWTG,2025-12-24,0,7,39.5,1100,False,3,1.171,True,False,4,51.17,True,True,True,False,0,-4.75e-06,-0.26
BWX,2025-12-24,0,7,22.6200008392334,195600,False,3,1.23,True,False,4,60.73,True,True,True,False,0,-0.00011759,-1.69
BZAI,2025-12-24,0,7,2.130000114440918,753200,False,0,1.019,False,False,1,32.26,False,True,False,False,6,4.44e-06,2.57
CAIE,2025-12-24,0,7,27.059999465942383,217800,False,3,0.955,True,False,4,57.48,True,True,True,False,0,-1.524e-05,-0.24
CAPN,2025-12-24,1,7,10.630000114440918,1600,True,7,0.503,True,False,0,62.5,False,True,True,False,0,-8.194e-05,-2.17
CEFS,2025-12-24,0,7,23.104999542236328,85700,False,3,1.0,True,False,4,62.93,True,True,True,False,0,-6.526e-05,-0.55
CELU,2025-12-24,0,7,1.3200000524520874,15300,False,0,1.144,False,False,4,21.03,True,True,False,False,3,-1.38e-05,3.24
CEPO,2025-12-24,1,7,10.430000305175781,75800,True,7,0.357,False,False,0,53.75,False,False,False,False,0,-9.064e-05,-2.45
CEPT,2025-12-24,0,7,11.140000343322754,99500,False,3,1.075,True,False,4,62.12,True,True,True,False,0,1.156e-05,0.03
CEVA,2025-12-24,0,7,21.81999969482422,193800,False,0,0.742,False,False,1,43.71,False,True,True,False,6,0.00027501,3.36
CFA,2025-12-24,0,7,92.13400268554688,1700,False,3,1.103,True,False,4,61.66,True,True,True,False,0,-0.00033021,-1.03
CFO,2025-12-24,0,7,74.74500274658203,6800,False,3,0.874,True,False,4,61.17,True,True,True,False,0,-0.00027327,-1.05
CGGO,2025-12-24,0,7,35.279998779296875,481900,False,3,1.031,True,False,4,59.24,True,True,True,False,0,3.813e-05,0.32
CGGR,2025-12-24,0,7,45.18000030517578,1080100,False,3,1.123,True,False,4,58.61,True,True,True,False,0,6.306e-05,0.39
CGXU,2025-12-24,0,7,30.790000915527344,342900,False,3,1.024,True,False,4,58.8,True,True,True,False,0,8.596e-05,0.62
CHRS,2025-12-24,0,7,1.340000033378601,318200,False,3,0.967,True,False,4,59.65,True,True,False,False,0,-2.304e-05,-3.83
CII,2025-12-24,0,7,23.1200008392334,101700,False,3,0.994,True,False,4,60.44,True,False,True,False,0,-0.00016951,-1.81
CIIT,2025-12-24,1,7,0.37400001287460327,14000,True,7,0.093,False,False,0,28.36,False,False,False,False,0,-2.384e-05,-13.52
CINF,2025-12-24,0,7,165.8699951171875,227500,False,3,1.049,True,False,4,63.25,True,False,False,False,0,-0.00183395,-3.06
CIO,2025-12-24,0,7,6.960000038146973,94600,False,3,1.4,True,False,4,94.44,True,True,True,False,0,-5.551e-05,-2.21
CLSM,2025-12-24,0,7,23.819000244140625,3400,False,3,0.749,True,False,4,60.6,True,True,True,False,0,-1.036e-05,-0.16
CMU,2025-12-24,0,7,3.490000009536743,74300,False,3,0.986,True,False,4,57.29,True,True,True,False,0,-2.785e-05,-2.36
CNAV,2025-12-24,0,7,31.469999313354492,100,False,3,1.258,True,False,4,57.49,True,True,True,False,0,-2.494e-05,-0.15
BETR,2025-12-24,0,6,37.0,196400,False,0,1.052,False,False,0,30.56,False,True,False,False,6,0.00063124,2.49
BFH,2025-12-24,0,6,76.68000030517578,207100,False,5,0.699,True,False,1,79.47,False,True,True,False,0,-0.00113325,-3.59
BGC,2025-12-24,0,6,9.069999694824219,909600,False,3,0.941,True,False,3,70.31,True,True,True,False,0,-2.009e-05,-0.79
BGH,2025-12-24,0,6,15.239999771118164,28000,False,3,1.084,True,False,3,60.69,True,True,True,False,0,-8.451e-05,-1.62
BGY,2025-12-24,0,6,5.840000152587891,81700,False,3,1.058,True,False,3,62.82,True,True,True,False,0,-1.671e-05,-0.92
BHAT,2025-12-24,0,6,1.3600000143051147,134300,False,2,0.627,False,False,4,60.98,True,True,True,False,0,-5.51e-06,-2.36
BIBL,2025-12-24,0,6,45.790000915527344,15100,False,3,1.02,True,False,3,51.44,True,True,True,False,0,-1.611e-05,-0.1
BIDD,2025-12-24,0,6,28.764999389648438,10400,False,3,1.016,True,False,3,66.75,True,True,True,False,0,-5.99e-05,-0.73
BINC,2025-12-24,0,6,52.75,1278400,False,3,0.926,True,False,3,67.86,True,True,True,False,0,-0.00040971,-2.15
BIT,2025-12-24,0,6,13.140000343322754,196500,False,3,1.042,True,False,3,53.09,True,True,False,False,0,-8.62e-05,-1.86
BKCI,2025-12-24,0,6,52.61000061035156,2100,False,3,1.031,True,False,3,60.8,True,True,True,False,0,-0.00014075,-0.87
BKDV,2025-12-24,0,6,29.520000457763672,78000,False,3,1.19,True,False,3,66.36,True,True,True,False,0,-5.27e-05,-0.6
BKIE,2025-12-24,0,6,93.93000030517578,17300,False,3,1.15,True,False,3,66.57,True,True,True,False,0,-0.00020656,-0.73
BKMC,2025-12-24,0,6,111.75,5200,False,3,0.791,True,False,3,58.34,True,True,True,False,0,-0.00029789,-0.69
BKNG,2025-12-24,0,6,5446.509765625,52800,False,3,0.819,True,False,3,80.56,False,True,True,False,0,-0.00911374,-0.47
BLCV,2025-12-24,0,6,37.70000076293945,8000,False,3,0.833,True,False,3,66.39,True,True,True,False,0,-0.00017445,-1.29
BLES,2025-12-24,0,6,43.55500030517578,4600,False,3,1.091,True,False,3,59.5,True,True,True,False,0,-0.00015868,-1.04
BLFS,2025-12-24,0,6,25.40999984741211,105900,False,3,1.04,True,False,3,43.93,True,True,False,False,0,-0.00013558,-2.08
BLK,2025-12-24,0,6,1088.9599609375,195100,False,3,0.972,True,False,3,57.4,False,True,False,False,0,0.00183529,-0.11
BLUI,2025-12-24,0,6,25.485000610351562,2500,False,3,1.148,True,False,3,50.45,True,True,True,False,0,-0.00018465,-2.04
BLUX,2025-12-24,0,6,28.614999771118164,10100,False,3,1.21,True,False,3,57.25,True,True,True,False,0,-6.377e-05,-0.63
BMEZ,2025-12-24,0,6,15.210000038146973,134100,False,3,0.847,True,False,3,41.8,True,True,True,False,0,-2.145e-05,-0.15
BMHL,2025-12-24,0,6,3.619999885559082,3900,False,3,0.801,True,False,3,57.23,True,True,True,False,0,-3.18e-06,-0.39
BND,2025-12-24,0,6,74.19000244140625,5341700,False,3,0.991,True,False,3,55.17,True,True,False,False,0,-0.0006158,-2.3
BOND,2025-12-24,0,6,93.5999984741211,249300,False,3,0.985,True,False,3,57.0,True,True,False,False,0,-0.0007418,-2.2
BOOM,2025-12-24,0,6,6.590000152587891,106900,False,3,0.848,True,False,3,60.0,True,True,True,False,0,5.364e-05,0.77
BOTZ,2025-12-24,0,6,36.68000030517578,202300,False,3,0.942,True,False,1,47.57,False,True,True,False,2,0.00019038,1.38
BPOP,2025-12-24,0,6,125.94999694824219,248800,False,3,0.82,True,False,3,84.88,True,True,True,False,0,-0.00065493,-1.44
BRHY,2025-12-24,0,6,51.3849983215332,3200,False,3,1.082,True,False,3,63.27,True,True,True,False,0,-0.00035309,-1.95
BRTR,2025-12-24,0,6,50.862998962402344,63400,False,3,1.451,True,False,3,57.05,True,True,False,False,0,-0.00042294,-2.29
BSAC,2025-12-24,0,6,31.329999923706055,96400,False,3,1.035,True,False,1,52.85,False,True,True,False,2,0.00011335,1.32
BSCZ,2025-12-24,0,6,20.850000381469727,68600,False,3,1.403,True,False,3,54.45,True,True,False,False,0,-0.00016188,-2.15
BSET,2025-12-24,0,6,17.219999313354492,5500,False,5,0.641,True,False,1,68.42,False,True,True,False,0,-0.0001626,-2.13
BSJT,2025-12-24,0,6,21.549999237060547,117700,False,3,1.008,True,False,3,68.5,True,True,True,False,0,-0.0001487,-1.96
BSJU,2025-12-24,0,6,26.115999221801758,90700,False,3,0.771,True,False,3,62.32,True,True,True,False,0,-0.00017846,-1.93
BSJV,2025-12-24,0,6,26.645000457763672,38900,False,5,0.669,True,False,1,61.73,True,True,True,False,0,-0.00018065,-1.91
BSJW,2025-12-24,0,6,25.780000686645508,3500,False,3,0.98,True,False,3,60.87,True,True,True,False,0,-0.00018211,-2.02
BSJX,2025-12-24,0,6,25.457000732421875,1700,False,3,1.449,True,False,3,61.05,True,True,True,False,0,-0.00017941,-2.05
BSMQ,2025-12-24,0,6,23.625,23800,False,3,0.774,True,False,3,63.55,True,True,True,False,0,-0.00019809,-2.33
BSMT,2025-12-24,0,6,23.110000610351562,34000,False,3,0.821,True,False,3,64.44,True,True,True,False,0,-0.00019574,-2.4
BSMU,2025-12-24,0,6,22.014999389648438,116900,False,3,0.714,True,False,3,73.89,True,True,True,False,0,-0.00018321,-2.34
BUFC,2025-12-24,0,6,41.439998626708984,17500,False,3,0.795,True,False,3,60.99,True,True,True,False,0,-0.00023221,-1.55
BUFI,2025-12-24,0,6,40.150001525878906,0,False,3,1.035,True,False,3,69.34,True,True,True,False,0,-0.00020081,-1.44
BUSEP,2025-12-24,0,6,25.895000457763672,4500,False,3,0.859,True,False,3,82.64,True,True,True,False,0,-0.00018802,-2.03
BUXX,2025-12-24,0,6,20.344999313354492,179400,False,3,1.071,True,False,3,68.86,True,True,True,False,0,-0.0001658,-2.28
BUYO,2025-12-24,0,6,28.291000366210938,100,False,3,1.399,True,False,3,63.57,True,True,True,False,0,-7.808e-05,-0.72
BYD,2025-12-24,0,6,85.41000366210938,413000,False,3,0.794,True,False,3,70.28,True,True,True,False,0,-0.00088639,-2.63
BYLD,2025-12-24,0,6,22.799999237060547,25500,False,3,0.987,True,False,3,57.3,True,True,True,False,0,-0.00017043,-2.13
BZ,2025-12-24,0,6,21.020000457763672,525800,False,3,1.214,True,False,3,49.47,True,True,False,False,0,-0.00025106,-4.0
CAAA,2025-12-24,0,6,20.4950008392334,2300,False,3,1.168,True,False,3,54.65,True,True,False,False,0,-0.00016852,-2.31
CAFG,2025-12-24,0,6,26.03499984741211,1900,False,3,1.464,True,False,3,57.64,True,True,True,False,0,-3.257e-05,-0.42
CAFX,2025-12-24,0,6,25.014999389648438,16600,False,3,1.218,True,False,3,59.03,True,True,False,False,0,-0.00020767,-2.32
CAMT,2025-12-24,0,6,109.13999938964844,219500,False,0,0.999,False,False,0,37.18,False,True,True,False,6,0.00198439,4.95
CARZ,2025-12-24,0,6,78.75,100,False,3,2.12,True,False,1,60.53,False,True,True,False,2,0.00034253,1.41
CBSE,2025-12-24,0,6,40.494998931884766,2600,False,3,0.736,True,False,3,48.77,True,True,True,False,0,0.00014865,0.94
CCB,2025-12-24,0,6,116.31999969482422,32100,False,3,0.903,True,False,3,64.05,True,False,True,False,0,-0.0007995,-1.9
CCEC,2025-12-24,0,6,21.459999084472656,5900,False,5,0.665,True,False,1,59.2,False,True,True,False,0,-0.00013085,-1.75
CCII,2025-12-24,0,6,10.25,25100,False,3,1.301,True,False,3,58.82,True,True,False,False,0,-8.167e-05,-2.16
CCLDO,2025-12-24,0,6,25.489999771118164,1900,False,3,1.212,True,False,3,62.38,True,True,True,False,0,-0.00016386,-1.81
CCNR,2025-12-24,0,6,32.930999755859375,8600,False,3,1.498,True,False,3,60.77,True,True,True,False,0,0.00012479,0.89
CCOR,2025-12-24,0,6,26.420000076293945,7100,False,3,1.095,True,False,3,44.3,True,True,True,False,0,-0.00011315,-1.32
CDC,2025-12-24,0,6,66.34400177001953,7400,False,3,1.014,True,False,3,54.99,True,True,False,False,0,-0.00048767,-2.09
CDL,2025-12-24,0,6,69.25499725341797,9700,False,3,0.827,True,False,3,54.73,True,True,False,False,0,-0.00051616,-2.13
CEE,2025-12-24,0,6,17.299999237060547,1200,False,3,1.11,True,False,3,65.0,True,True,True,False,0,3.984e-05,0.5
CEMB,2025-12-24,0,6,45.90999984741211,55400,False,3,1.197,True,False,3,62.65,True,True,False,False,0,-0.00034732,-2.07
CEPI,2025-12-24,0,6,34.30099868774414,46300,False,3,0.975,True,False,3,49.19,True,True,False,False,0,7.733e-05,0.9
CET,2025-12-24,0,6,51.20000076293945,11800,False,3,1.29,True,False,3,60.63,True,True,True,False,0,-0.00011734,-0.57
CFLT,2025-12-24,0,6,30.139999389648438,3330200,False,5,0.642,True,False,1,93.92,True,True,True,False,0,-0.00018361,-1.72
CG,2025-12-24,0,6,60.9900016784668,1210100,False,3,0.847,True,False,1,68.33,False,True,True,False,2,0.00032485,1.28
CGBDL,2025-12-24,0,6,25.479999542236328,0,False,3,2.424,True,False,3,77.78,True,True,True,False,0,-0.00033193,-3.62
CGIC,2025-12-24,0,6,32.72999954223633,187400,False,3,1.05,True,False,3,68.4,True,True,True,False,0,-6.779e-05,-0.62
CGMM,2025-12-24,0,6,29.540000915527344,329200,False,3,1.019,True,False,3,61.77,True,True,True,False,0,-5.425e-05,-0.46
CGON,2025-12-24,0,6,40.13999938964844,334500,False,0,0.86,False,False,0,27.48,False,True,True,False,6,0.00044722,3.27
CGW,2025-12-24,0,6,63.65999984741211,36400,False,3,1.023,True,False,3,51.74,True,True,True,False,0,-0.00025479,-1.34
CHD,2025-12-24,0,6,85.45999908447266,516200,False,3,1.211,True,False,3,55.88,True,True,True,False,0,-0.0005773,-1.9
CHE,2025-12-24,0,6,435.2799987792969,59800,False,3,0.931,True,False,3,62.1,False,True,True,False,0,-0.00255204,-1.19
CHGX,2025-12-24,0,6,27.540000915527344,4100,False,5,0.698,True,False,1,54.08,True,True,True,False,0,-5.208e-05,-0.4
CHH,2025-12-24,0,6,95.19999694824219,281400,False,3,0.926,True,False,3,67.95,True,True,False,False,0,-0.00107919,-2.12
CICB,2025-12-24,0,6,25.469999313354492,8600,False,3,0.995,True,False,3,73.64,True,True,False,False,0,-0.00023841,-2.55
CIFR,2025-12-24,0,6,16.219999313354492,11459900,False,0,1.003,False,False,0,31.93,True,True,True,False,6,0.00013737,4.7
CIGI,2025-12-24,0,6,149.91000366210938,29400,False,3,1.129,True,False,3,60.92,False,True,True,False,0,0.00018782,0.04
CIK,2025-12-24,0,6,2.819999933242798,122500,False,3,0.979,True,False,3,56.35,True,True,True,False,0,-1.777e-05,-1.64
CIL,2025-12-24,0,6,54.095001220703125,100,False,3,2.091,True,False,3,70.35,True,True,True,False,0,-0.00015615,-0.92
CLCV,2025-12-24,0,6,26.950000762939453,100,False,3,0.92,True,False,3,68.2,True,True,True,False,0,-2.416e-05,-0.3
CLIR,2025-12-24,0,6,0.6299999952316284,21400,False,0,1.49,False,False,0,36.17,True,True,False,False,6,1.102e-05,4.42
CLM,2025-12-24,0,6,8.329999923706055,458200,False,3,0.854,True,False,3,69.56,True,True,True,False,0,-3.88e-05,-1.02
CLOX,2025-12-24,0,6,25.584999084472656,100200,False,3,0.778,True,False,3,79.6,True,True,True,False,0,-0.0002067,-2.24
CLOZ,2025-12-24,0,6,26.579999923706055,389600,False,3,1.114,True,False,3,75.0,True,True,True,False,0,-0.00021452,-2.28
CLST,2025-12-24,0,6,15.5,4800,False,3,0.834,True,False,3,75.82,True,True,True,False,0,-1.93e-05,-0.45
CMBM,2025-12-24,0,6,1.440000057220459,587600,False,4,0.546,False,False,2,39.1,True,True,False,False,0,-4.483e-05,-7.62
CME,2025-12-24,0,6,276.3800048828125,580000,False,3,1.121,True,False,1,56.13,False,True,True,False,2,0.00169376,1.53
CMG,2025-12-24,0,6,37.900001525878906,6284700,False,3,0.922,True,False,3,80.99,True,True,True,False,0,-0.00021626,-1.64
CNK,2025-12-24,0,6,22.700000762939453,788500,False,0,0.905,False,False,4,43.63,True,True,True,False,2,0.00010363,1.15
CNS,2025-12-24,0,6,63.220001220703125,105700,False,3,0.847,True,False,3,53.68,True,True,False,False,0,-0.00032948,-1.99
CNVS,2025-12-24,0,6,2.1500000953674316,76800,False,0,0.921,False,False,0,29.59,True,True,True,False,6,7.25e-06,2.52
BFS,2025-12-24,0,5,31.559999465942383,50900,False,3,1.044,True,False,2,67.23,True,False,False,False,0,-0.00042121,-3.52
BIIB,2025-12-24,0,5,176.3300018310547,434700,False,3,0.796,True,False,0,40.52,False,True,True,False,2,0.00042703,1.42
BILD,2025-12-24,0,5,28.1560001373291,100,False,0,5.163,False,False,5,51.82,True,True,True,False,0,-0.00017454,-2.13
BILI,2025-12-24,0,5,24.770000457763672,628800,False,0,1.079,False,False,5,36.04,True,True,True,False,0,-0.00016418,-2.07
BITI,2025-12-24,0,5,23.219999313354492,660500,False,3,0.961,True,False,2,59.97,True,False,False,False,0,-0.0004043,-5.57
BNDD,2025-12-24,0,5,97.53600311279297,100,False,0,1.068,False,False,5,45.11,True,True,False,False,0,-0.0004593,-1.44
BNDX,2025-12-24,0,5,48.41999816894531,3565300,False,0,1.112,False,False,5,50.06,True,True,True,False,0,-0.00036839,-2.19
BNDY,2025-12-24,0,5,25.783000946044922,5100,False,5,0.685,True,False,0,36.19,False,False,False,False,0,-0.00030529,-3.53
BNGE,2025-12-24,0,5,37.775001525878906,600,False,0,1.209,False,False,5,51.55,True,True,True,False,0,-0.00023625,-1.75
BORR,2025-12-24,0,5,3.9600000381469727,1331700,False,3,0.911,True,False,0,56.1,False,False,True,False,2,2.432e-05,1.31
BOTJ,2025-12-24,0,5,18.68000030517578,600,False,3,0.986,True,False,2,64.71,True,True,True,False,0,-0.0001168,-2.46
BTCZ,2025-12-24,0,5,4.235000133514404,6461300,False,3,0.801,True,False,2,58.72,True,False,False,False,0,-0.00011786,-8.87
BTI,2025-12-24,0,5,57.2400016784668,900400,False,3,0.92,True,False,2,44.59,True,True,True,False,0,-0.00033477,-2.01
BWXT,2025-12-24,0,5,177.17999267578125,257400,False,0,0.834,False,False,3,48.4,False,True,True,False,2,0.00059169,1.41
CAH,2025-12-24,0,5,207.5399932861328,704200,False,3,1.038,True,False,0,77.38,False,True,True,False,2,0.00140809,1.88
CANG,2025-12-24,0,5,1.3700000047683716,473400,False,0,0.956,False,False,5,54.08,True,True,False,False,0,-2.75e-05,1.43
CCEP,2025-12-24,0,5,91.52999877929688,290200,False,3,0.895,True,False,2,55.48,True,False,True,False,0,-0.0008946,-2.51
CCIIU,2025-12-24,0,5,10.359999656677246,0,False,0,3.909,False,False,5,62.32,True,True,True,False,0,-8.264e-05,-2.26
CCIX,2025-12-24,0,5,10.600000381469727,4300,False,0,1.044,False,False,5,53.85,True,True,False,False,0,-8.903e-05,-2.26
CCMG,2025-12-24,0,5,32.032798767089844,50259,False,5,0.68,True,False,0,60.2,False,True,True,False,0,-0.00018024,-1.17
CCRN,2025-12-24,0,5,8.020000457763672,256500,False,0,0.987,False,False,5,60.89,True,True,True,False,0,-6.735e-05,-2.48
CDRE,2025-12-24,0,5,42.380001068115234,71300,False,3,1.012,True,False,0,42.13,True,True,True,False,2,0.00021976,1.57
CEFZ,2025-12-24,0,5,8.187000274658203,3700,False,3,1.031,True,False,2,42.95,True,False,False,False,0,-6.699e-05,-2.49
CELC,2025-12-24,0,5,102.61000061035156,237200,False,3,0.941,True,False,0,41.59,False,True,True,False,2,0.00033587,1.12
