ticker,date,signals_met,total_score,current_price,volume,step1_signal,step1_score,step1_red_volume_ratio,step1_price_above_ema,step2_signal,step2_score,step2_rsi,step2_rsi_divergence,step2_macd_positive,step2_obv_rising,step3_signal,step3_score,step3_rs_slope,step3_outperformance
BIPH,2025-12-24,0,0,16.780000686645508,7200,False,0,1.347,False,False,0,55.0,False,True,False,False,0,-0.00017921,-3.01
BIPI,2025-12-24,0,0,16.780000686645508,17500,False,0,1.273,False,False,0,26.01,False,True,False,False,0,-0.00019575,-3.19
BIRK,2025-12-24,0,0,42.45000076293945,1755800,False,0,1.155,False,False,0,48.52,True,False,True,False,0,4.893e-05,0.83
BITC,2025-12-24,0,0,37.707000732421875,7500,False,0,1.062,False,False,0,27.07,True,True,True,False,0,-0.00031247,-2.32
BITU,2025-12-24,0,0,22.010000228881836,3974900,False,0,1.097,False,False,0,27.45,False,False,True,False,0,-0.00146762,-18.32
BIVI,2025-12-24,0,0,1.2699999809265137,98000,False,0,1.046,False,False,0,13.04,False,False,False,False,0,-7.88e-05,-14.77
BIYA,2025-12-24,0,0,0.1550000011920929,260200,False,0,1.359,False,False,0,13.7,False,False,False,False,0,-2.128e-05,-26.0
BIZD,2025-12-24,0,0,14.380000114440918,1568400,False,0,1.109,False,False,0,23.08,False,False,False,False,0,-0.00018891,-3.66
BJDX,2025-12-24,0,0,0.7059999704360962,140300,False,0,0.904,False,False,0,5.51,False,False,False,False,0,-6.731e-05,-22.67
BKE,2025-12-24,0,0,54.59000015258789,222900,False,0,1.176,False,False,0,35.79,False,False,False,False,0,-0.00125487,-5.45
BKHA,2025-12-24,0,0,11.25,0,False,0,3.636,False,False,0,54.55,False,False,False,False,0,-9.455e-05,-2.36
BKHAU,2025-12-24,0,0,11.960000038146973,0,False,0,1.0,False,False,0,0.0,False,True,True,False,0,-0.00010052,-2.36
BKN,2025-12-24,0,0,11.039999961853027,98900,False,0,0.788,False,False,0,30.43,False,False,False,False,0,-0.00013703,-3.46
BKR,2025-12-24,0,0,45.29999923706055,1848200,False,0,1.021,False,False,0,22.37,True,True,True,False,0,-6.391e-05,-0.49
BKYI,2025-12-24,0,0,0.6200000047683716,51000,False,0,1.36,False,False,0,15.0,False,True,False,False,0,-1.559e-05,-6.97
BLD,2025-12-24,0,0,428.1300048828125,95900,False,0,1.015,False,False,0,42.27,True,True,False,False,0,-0.00421128,-2.83
BLDG,2025-12-24,0,0,24.405000686645508,1300,False,0,1.462,False,False,0,43.08,False,True,False,False,0,-0.00026202,-2.84
BLDR,2025-12-24,0,0,104.02999877929688,636700,False,0,1.035,False,False,0,35.6,False,True,False,False,0,-0.00150387,-3.86
BLE,2025-12-24,0,0,10.279999732971191,162500,False,0,1.202,False,False,0,40.41,False,False,False,False,0,-0.00011278,-2.9
BLMN,2025-12-24,0,0,6.539999961853027,1026700,False,0,0.953,False,False,0,45.41,False,False,False,False,0,-0.00030494,-11.27
BLMZ,2025-12-24,0,0,0.02199999988079071,120522,False,0,1.492,False,False,0,0.71,False,True,False,False,0,-3.9e-06,-33.61
BLND,2025-12-24,0,0,3.009999990463257,946900,False,0,0.836,False,False,0,35.79,False,False,True,False,0,-5.479e-05,-3.99
BLNK,2025-12-24,0,0,0.7210000157356262,3180600,False,0,1.271,False,False,0,7.74,False,True,False,False,0,-4.098e-05,-13.35
BLZRU,2025-12-24,0,0,10.220000267028809,0,False,0,4.327,False,False,0,33.33,False,False,False,False,0,-9.92e-05,-2.65
BMNR,2025-12-24,0,0,29.350000381469727,21546700,False,0,1.005,False,False,0,36.82,False,False,False,False,0,-0.0002067,0.88
BMR,2025-12-24,0,0,1.9900000095367432,42800,False,0,0.971,False,False,0,31.2,False,True,True,False,0,-1.33e-06,0.06
BMRC,2025-12-24,0,0,26.6200008392334,89800,False,0,0.833,False,False,0,45.09,False,False,False,False,0,-0.00069889,-7.12
BNAI,2025-12-24,0,0,1.3899999856948853,40300,False,0,1.161,False,False,0,23.42,True,True,False,False,0,-0.00015949,-21.54
BNBX,2025-12-24,0,0,2.319999933242798,45400,False,0,1.014,False,False,0,28.57,False,True,False,False,0,-3.253e-05,0.3
BNGO,2025-12-24,0,0,1.5199999809265137,89800,False,0,1.014,False,False,0,31.25,False,False,False,False,0,-4.383e-05,-6.76
BNH,2025-12-24,0,0,16.34000015258789,11100,False,0,1.028,False,False,0,45.68,False,True,False,False,0,-0.00015184,-2.36
BNKD,2025-12-24,0,0,9.484999656677246,100,False,0,2.318,False,False,0,16.05,False,False,False,False,0,-0.00052874,-13.85
BNKK,2025-12-24,0,0,3.299999952316284,77800,False,0,1.163,False,False,0,27.1,False,True,True,False,0,-0.00021765,-15.29
BNY,2025-12-24,0,0,10.069999694824219,59700,False,0,1.031,False,False,0,37.91,False,False,False,False,0,-0.00012264,-3.43
BOAT,2025-12-24,0,0,32.38999938964844,2500,False,0,1.136,False,False,0,43.87,False,True,True,False,0,-0.00011128,-1.6
BOC,2025-12-24,0,0,12.680000305175781,110600,False,0,0.974,False,False,0,31.25,False,False,False,False,0,-0.00032571,-7.8
BOED,2025-12-24,0,0,17.795000076293945,500,False,0,0.742,False,False,0,25.28,False,True,False,False,0,-0.00044338,-7.14
BOIL,2025-12-24,0,0,23.8700008392334,5554300,False,0,1.114,False,False,0,26.1,False,True,False,False,0,4.9e-07,-1.89
BOLT,2025-12-24,0,0,5.199999809265137,4600,False,0,1.443,False,False,0,47.76,False,False,True,False,0,-1.867e-05,-1.48
BON,2025-12-24,0,0,1.649999976158142,20900,False,0,1.539,False,False,0,40.34,False,True,False,False,0,-5.288e-05,-6.43
BOOT,2025-12-24,0,0,189.27999877929688,258200,False,0,0.968,False,False,0,41.5,False,True,False,False,0,-0.00227521,-2.47
BOWN,2025-12-24,0,0,9.1899995803833,0,False,0,1.0,False,False,0,,False,False,False,False,0,-7.724e-05,-2.36
BOWNU,2025-12-24,0,0,13.020000457763672,0,False,0,1.0,False,False,0,,False,False,False,False,0,-0.00010943,-2.36
BOX,2025-12-24,0,0,29.799999237060547,908200,False,0,0.857,False,False,0,22.16,False,False,False,False,0,-0.00047781,-3.78
BOXL,2025-12-24,0,0,2.309999942779541,336200,False,0,1.225,False,False,0,9.64,False,False,False,False,0,-0.00072806,-45.24
BP,2025-12-24,0,0,34.310001373291016,3128600,False,0,1.091,False,False,0,30.64,False,True,True,False,0,0.00010178,0.64
BPH,2025-12-24,0,0,53.00600051879883,200,False,0,1.087,False,False,0,26.83,True,True,True,False,0,-6.237e-05,-0.29
BRAZ,2025-12-24,0,0,27.673999786376953,1600,False,0,1.549,False,False,0,31.37,False,True,False,False,0,-0.00010824,-1.38
BRBR,2025-12-24,0,0,30.1299991607666,839500,False,0,1.152,False,False,0,44.23,True,True,True,False,0,0.00013281,0.55
BRBS,2025-12-24,0,0,4.309999942779541,54500,False,0,1.119,False,False,0,44.74,False,False,False,False,0,-0.00014571,-8.66
BRCC,2025-12-24,0,0,1.2100000381469727,523700,False,0,0.865,False,False,0,42.42,False,True,False,False,0,-2.926e-05,-3.98
BRF,2025-12-24,0,0,15.729999542236328,6100,False,0,1.05,False,False,0,30.58,False,True,True,False,0,-3.77e-05,-1.45
BRFH,2025-12-24,0,0,2.559999942779541,7300,False,0,1.085,False,False,0,30.69,False,False,False,False,0,-0.00017417,-17.02
BRIA,2025-12-24,0,0,1.5700000524520874,5600,False,0,0.944,False,False,0,23.86,False,False,False,False,0,-4.51e-05,-7.78
BRID,2025-12-24,0,0,7.340000152587891,600,False,0,1.466,False,False,0,40.79,False,False,False,False,0,-0.0001376,-6.28
BRRWU,2025-12-24,0,0,4.050000190734863,4962,False,0,1.37,False,False,0,2.85,True,False,False,False,0,-0.00081647,-40.53
BRT,2025-12-24,0,0,14.460000038146973,33200,False,0,0.947,False,False,0,54.51,False,False,False,False,0,-0.00029086,-5.59
BRW,2025-12-24,0,0,6.949999809265137,628500,False,0,1.024,False,False,0,28.24,False,False,True,False,0,-8.36e-05,-3.5
BRY,2025-12-24,0,0,3.259999990463257,0,False,0,1.268,False,False,0,32.69,False,True,False,False,0,-2.74e-05,-2.36
BRZU,2025-12-24,0,0,78.30999755859375,10200,False,0,1.006,False,False,0,31.2,False,True,False,False,0,0.00028494,0.18
BSLK,2025-12-24,0,0,1.4800000190734863,58600,False,0,1.034,False,False,0,23.24,False,False,False,False,0,-6.426e-05,-8.69
BSM,2025-12-24,0,0,13.399999618530273,166400,False,0,1.08,False,False,0,30.42,False,True,True,False,0,-0.00014873,-3.9
BSVN,2025-12-24,0,0,40.849998474121094,18500,False,0,1.018,False,False,0,42.67,False,False,False,False,0,-0.00169755,-10.79
BTA,2025-12-24,0,0,9.369999885559082,18800,False,0,0.907,False,False,0,48.36,False,False,False,False,0,-0.00011122,-3.1
BTAI,2025-12-24,0,0,1.7100000381469727,308700,False,0,0.949,False,False,0,27.91,False,True,False,False,0,-4.999e-05,-8.92
BTCS,2025-12-24,0,0,3.0399999618530273,455900,False,0,1.013,False,False,0,37.16,False,False,True,False,0,-3.571e-05,-1.02
BTOC,2025-12-24,0,0,0.5559999942779541,38300,False,0,1.021,False,False,0,36.15,False,False,False,False,0,-1.717e-05,-10.46
BTOG,2025-12-24,0,0,0.18199999630451202,1252800,False,0,0.961,False,False,0,8.47,False,False,False,False,0,-1.368e-05,-16.51
BTOP,2025-12-24,0,0,29.46500015258789,33600,False,0,1.41,False,False,0,33.71,True,True,True,False,0,-0.0002392,-2.29
BTT,2025-12-24,0,0,22.350000381469727,49900,False,0,1.129,False,False,0,33.41,False,True,False,False,0,-0.00020299,-2.64
BTTC,2025-12-24,0,0,1.9700000286102295,153000,False,0,1.647,False,False,0,31.54,False,True,True,False,0,-5.22e-05,-6.73
BULG,2025-12-24,0,0,3.7980000972747803,132000,False,0,1.058,False,False,0,32.04,False,True,True,False,0,-4.13e-05,-0.81
BULL,2025-12-24,0,0,8.390000343322754,5282600,False,0,0.916,False,False,0,33.51,False,True,True,False,0,-7.022e-05,-1.15
BULU,2025-12-24,0,0,6.684999942779541,12400,False,0,0.892,False,False,0,31.23,False,True,True,False,0,-8.008e-05,-1.07
BULX,2025-12-24,0,0,8.279999732971191,2700,False,0,0.877,False,False,0,31.95,False,True,True,False,0,-8.236e-05,-0.49
BUSE,2025-12-24,0,0,24.3799991607666,261700,False,0,0.942,False,False,0,53.73,False,False,False,False,0,-0.00057462,-5.99
BWET,2025-12-24,0,0,20.358999252319336,7500,False,0,1.074,False,False,0,43.68,False,False,False,False,0,-0.0016887,-15.87
BWMX,2025-12-24,0,0,13.789999961853027,4600,False,0,0.98,False,False,0,40.0,True,False,True,False,0,-0.00011747,-2.5
BXSL,2025-12-24,0,0,27.079999923706055,742600,False,0,1.144,False,False,0,20.79,False,False,False,False,0,-0.00042097,-3.92
BYM,2025-12-24,0,0,10.800000190734863,64500,False,0,1.131,False,False,0,29.38,False,False,False,False,0,-0.00011618,-2.95
BYND,2025-12-24,0,0,0.9869999885559082,30993100,False,0,0.769,False,False,0,33.2,False,False,False,False,0,-3.874e-05,-7.45
BYRN,2025-12-24,0,0,17.450000762939453,147700,False,0,1.208,False,False,0,24.93,False,True,True,False,0,-8.423e-05,-1.14
BZH,2025-12-24,0,0,20.34000015258789,149500,False,0,0.962,False,False,0,21.77,False,True,False,False,0,-0.0006498,-7.89
CABA,2025-12-24,0,0,2.190000057220459,1320000,False,0,0.949,False,False,0,21.54,False,False,False,False,0,-0.00011448,-11.49
CABO,2025-12-24,0,0,118.4800033569336,63100,False,0,1.115,False,False,0,45.3,False,False,False,False,0,-0.00617151,-11.8
CACI,2025-12-24,0,0,544.4099731445312,92000,False,0,0.959,False,False,0,16.78,False,True,False,False,0,-0.00769697,-3.19
CAG,2025-12-24,0,0,17.079999923706055,3755600,False,0,1.133,False,False,0,52.7,True,False,False,False,0,-0.00041126,-6.4
CALM,2025-12-24,0,0,82.83999633789062,390200,False,0,1.017,False,False,0,42.05,False,False,False,False,0,-0.00213384,-6.11
CANF,2025-12-24,0,0,0.18000000715255737,3783800,False,0,0.997,False,False,0,16.67,False,False,False,False,0,-2.383e-05,-30.36
CAPT,2025-12-24,0,0,0.3499999940395355,260500,False,0,0.809,False,False,0,13.5,False,True,False,False,0,-3.802e-05,-17.41
CARM,2025-12-24,0,0,0.041999999433755875,140900,False,0,0.885,False,False,0,45.21,False,False,False,False,0,-4.35e-06,-21.59
CAS,2025-12-24,0,0,25.06599998474121,100,False,0,0.739,False,False,0,38.49,False,False,True,False,0,-0.00114551,-9.09
CASS,2025-12-24,0,0,42.25,28700,False,0,1.178,False,False,0,46.14,False,False,False,False,0,-0.00122025,-7.44
CATO,2025-12-24,0,0,3.1500000953674316,28300,False,0,1.209,False,False,0,39.34,True,True,False,False,0,-1.334e-05,-2.67
CBFV,2025-12-24,0,0,35.13999938964844,2400,False,0,0.746,False,False,0,46.6,False,False,True,False,0,-0.00116416,-7.26
CBNK,2025-12-24,0,0,28.649999618530273,35900,False,0,0.8,False,False,0,53.31,False,False,False,False,0,-0.00056985,-5.7
CBT,2025-12-24,0,0,66.13999938964844,150500,False,0,1.042,False,False,0,59.64,False,False,False,False,0,-0.00103717,-4.26
CC,2025-12-24,0,0,12.0,726700,False,0,1.013,False,False,0,43.51,True,True,False,False,0,-7.365e-05,-1.26
CCAP,2025-12-24,0,0,14.569999694824219,65300,False,0,1.227,False,False,0,50.0,False,False,False,False,0,-0.00026712,-4.77
CCBG,2025-12-24,0,0,42.86000061035156,26700,False,0,0.987,False,False,0,52.41,False,False,False,False,0,-0.00114517,-7.35
CCEL,2025-12-24,0,0,3.450000047683716,2000,False,0,1.226,False,False,0,32.39,False,False,False,False,0,-0.00013434,-10.36
CCG,2025-12-24,0,0,0.8650000095367432,80500,False,0,1.22,False,False,0,39.34,False,False,False,False,0,-3.632e-05,-10.63
CCHH,2025-12-24,0,0,0.5299999713897705,161900,False,0,1.61,False,False,0,25.55,False,True,False,False,0,-4.082e-05,-15.9
CCIF,2025-12-24,0,0,4.650000095367432,82500,False,0,1.275,False,False,0,26.12,False,True,False,False,0,-9.53e-05,-5.48
CCIXU,2025-12-24,0,0,10.649999618530273,500,False,0,4.779,False,False,0,46.54,False,False,True,False,0,-0.00010743,-2.83
CCLD,2025-12-24,0,0,3.0899999141693115,138200,False,0,0.971,False,False,0,45.45,False,False,False,False,0,-7.041e-05,-5.8
CCS,2025-12-24,0,0,59.0099983215332,48300,False,0,1.053,False,False,0,33.68,False,True,False,False,0,-0.00134101,-5.92
CCZ,2025-12-24,0,0,60.0099983215332,0,False,0,1.0,False,False,0,27.17,False,False,False,False,0,-0.00174214,-7.1
CDNS,2025-12-24,0,0,317.760009765625,359900,False,0,1.067,False,False,0,25.15,False,True,False,False,0,-0.00158378,-1.51
CDW,2025-12-24,0,0,138.7100067138672,620900,False,0,1.343,False,False,0,34.25,False,False,False,False,0,-0.00282952,-5.41
CDX,2025-12-24,0,0,22.274999618530273,98400,False,0,1.199,False,False,0,35.33,False,True,False,False,0,-0.00019442,-2.38
CDZIP,2025-12-24,0,0,19.399999618530273,5400,False,0,0.814,False,False,0,26.84,False,False,False,False,0,-0.00023866,-3.38
CENN,2025-12-24,0,0,0.14710000157356262,1106500,False,0,0.778,False,False,0,39.1,False,False,False,False,0,-1.53e-06,-0.35
CGABL,2025-12-24,0,0,17.209999084472656,69000,False,0,0.948,False,False,0,29.69,False,False,False,False,0,-0.00025858,-3.9
CGBD,2025-12-24,0,0,12.550000190734863,221300,False,0,1.167,False,False,0,31.43,False,True,False,False,0,-0.00018683,-4.31
CGC,2025-12-24,0,0,1.309999942779541,16852300,False,0,1.061,False,False,0,52.6,False,False,False,False,0,-0.00013559,-24.84
CGIB,2025-12-24,0,0,25.375,35100,False,0,0.886,False,False,0,33.33,False,False,True,False,0,-0.00022085,-2.57
CGTX,2025-12-24,0,0,1.4600000381469727,425200,False,0,0.997,False,False,0,32.95,False,False,False,False,0,-4.461e-05,-5.02
CHA,2025-12-24,0,0,12.210000038146973,612800,False,0,1.125,False,False,0,30.2,False,False,True,False,0,-0.00011486,-2.68
CHACU,2025-12-24,0,0,11.529999732971191,700,False,0,4.952,False,False,0,10.56,False,False,False,False,0,-0.00023701,-6.27
CHAI,2025-12-24,0,0,2.0299999713897705,21000,False,0,1.063,False,False,0,16.98,False,False,False,False,0,-0.00012492,-12.53
CHARU,2025-12-24,0,0,10.5,0,False,0,1.0,False,False,0,,False,False,False,False,0,-8.825e-05,-2.36
CHCI,2025-12-24,0,0,10.350000381469727,89100,False,0,1.153,False,False,0,16.76,False,False,False,False,0,-0.00090293,-19.82
CHECU,2025-12-24,0,0,10.029999732971191,0,False,0,5.333,False,False,0,,False,True,False,False,0,-8.43e-05,-2.36
CHKP,2025-12-24,0,0,188.52000427246094,302000,False,0,0.772,False,False,0,38.27,False,False,True,False,0,-0.00138761,-2.08
CHMG,2025-12-24,0,0,55.04999923706055,2100,False,0,0.829,False,False,0,56.54,False,False,False,False,0,-0.00242177,-10.99
CHOW,2025-12-24,0,0,0.8220000267028809,107200,False,0,0.819,False,False,0,17.66,False,True,False,False,0,-3.769e-05,-11.02
CHPG,2025-12-24,0,0,10.180000305175781,100,False,0,1.0,False,False,0,50.0,False,True,False,False,0,-8.253e-05,-2.26
CHPGU,2025-12-24,0,0,10.210000038146973,0,False,0,5.0,False,False,0,0.0,False,True,True,False,0,-8.581e-05,-2.36
CHPT,2025-12-24,0,0,7.159999847412109,203600,False,0,0.924,False,False,0,37.12,False,True,False,False,0,-0.00012514,-4.14
CHRD,2025-12-24,0,0,90.91000366210938,202400,False,0,1.092,False,False,0,35.97,False,True,False,False,0,-0.00045926,-1.56
CHSCO,2025-12-24,0,0,25.790000915527344,14600,False,0,1.085,False,False,0,47.12,False,False,False,False,0,-0.00025815,-2.74
CHSN,2025-12-24,0,0,2.2100000381469727,14200,False,0,1.87,False,False,0,32.54,False,True,True,False,0,-1.698e-05,-0.98
CHWY,2025-12-24,0,0,31.950000762939453,2757300,False,0,1.11,False,False,0,40.59,True,False,True,False,0,-0.00043254,-3.35
CIBR,2025-12-24,0,0,72.8499984741211,352700,False,0,1.004,False,False,0,40.45,False,True,True,False,0,-0.00051246,-1.68
CIF,2025-12-24,0,0,1.7200000286102295,8200,False,0,1.244,False,False,0,44.01,False,True,False,False,0,-1.297e-05,-2.36
CINT,2025-12-24,0,0,4.400000095367432,68500,False,0,1.066,False,False,0,29.82,False,False,False,False,0,-0.00017478,-10.11
CION,2025-12-24,0,0,9.520000457763672,275900,False,0,1.129,False,False,0,36.11,False,False,False,False,0,-0.0002412,-6.68
CISS,2025-12-24,0,0,0.21699999272823334,413300,False,0,1.1,False,False,0,2.24,False,True,False,False,0,-5.38e-06,-7.18
CIVB,2025-12-24,0,0,23.020000457763672,52500,False,0,0.904,False,False,0,47.87,False,False,False,False,0,-0.00066217,-7.0
CIVI,2025-12-24,0,0,27.110000610351562,465800,False,0,0.898,False,False,0,34.17,False,True,True,False,0,-0.00017917,-1.91
CLAR,2025-12-24,0,0,3.4100000858306885,34000,False,0,1.048,False,False,0,31.71,False,True,False,False,0,-2.276e-05,-2.06
CLBK,2025-12-24,0,0,16.170000076293945,42800,False,0,1.0,False,False,0,31.52,False,False,False,False,0,-0.00039629,-6.45
CLDI,2025-12-24,0,0,1.2899999618530273,26300,False,0,0.971,False,False,0,31.34,False,False,True,False,0,-2.56e-05,-3.88
CLRB,2025-12-24,0,0,2.759999990463257,27500,False,0,1.187,False,False,0,25.93,False,True,False,False,0,-6.79e-06,-0.51
CLSK,2025-12-24,0,0,11.399999618530273,9558000,False,0,0.898,False,False,0,28.08,False,False,True,False,0,-0.00011308,-0.57
CLSX,2025-12-24,0,0,20.829999923706055,355800,False,0,1.04,False,False,0,26.24,False,True,True,False,0,-0.00028977,0.91
CLVT,2025-12-24,0,0,3.4100000858306885,2259800,False,0,0.925,False,False,0,37.23,False,True,False,False,0,-6.233e-05,-2.94
CLX,2025-12-24,0,0,98.20999908447266,831600,False,0,1.21,False,False,0,30.87,True,True,False,False,0,-0.00130339,-3.55
CMBT,2025-12-24,0,0,9.59000015258789,450400,False,0,1.045,False,False,0,21.37,False,True,True,False,0,-6.399e-05,-1.2
CMDB,2025-12-24,0,0,15.270000457763672,10600,False,0,1.062,False,False,0,21.48,False,True,False,False,0,-0.0001565,-3.07
CMPO,2025-12-24,0,0,19.520000457763672,314800,False,0,0.983,False,False,0,33.71,False,True,True,False,0,-0.00018287,-2.2
CMPR,2025-12-24,0,0,70.5199966430664,55000,False,0,1.155,False,False,0,44.88,False,False,False,False,0,-0.00255528,-9.75
CMRC,2025-12-24,0,0,4.300000190734863,317600,False,0,1.016,False,False,0,24.36,False,True,False,False,0,-4.491e-05,-3.05
CMSA,2025-12-24,0,0,21.829999923706055,13900,False,0,1.183,False,False,0,39.55,False,True,False,False,0,-0.00032212,-3.71
CMSC,2025-12-24,0,0,23.020000457763672,14700,False,0,1.293,False,False,0,27.88,False,False,False,False,0,-0.00029703,-3.52
CMSD,2025-12-24,0,0,23.139999389648438,27600,False,0,1.047,False,False,0,42.11,False,True,False,False,0,-0.0002696,-2.96
CMTG,2025-12-24,0,0,3.059999942779541,85600,False,0,0.956,False,False,0,25.3,False,False,False,False,0,-0.0001485,-11.29
CNNE,2025-12-24,0,0,15.899999618530273,213900,False,0,0.948,False,False,0,36.89,False,False,True,False,0,-0.00022308,-2.86
CNSP,2025-12-24,0,0,6.199999809265137,42200,False,0,0.939,False,False,0,46.05,False,False,False,False,0,-0.00023563,-9.54
CNTA,2025-12-24,0,0,25.68000030517578,442800,False,0,1.003,False,False,0,26.96,False,True,True,False,0,9.119e-05,0.98
CNX,2025-12-24,0,0,36.9900016784668,867500,False,0,0.968,False,False,0,33.27,False,False,True,False,0,-0.00032843,-2.57
CNXN,2025-12-24,0,0,59.54999923706055,34200,False,0,0.977,False,False,0,56.18,False,False,False,False,0,-0.00083251,-3.8
